Egap,Id
1.6978,7296
1.7613,3945
3.1311,12064
1.8864,12550
1.1884,10686
2.5111,12614
6.1939,1269
4.8325,7145
3.3466,1584
2.9473,10010
2.9251,9091
0.2634,11465
3.0255,5776
2.1853,2512
1.7089,10210
3.7506,8826
1.1223,6393
4.1993,7455
5.0323,8031
6.0785,12094
3.9558,11376
0.22,13090
1.2138,4672
0.4328,463
4.43,5613
2.4414,9941
1.6459,5975
1.5224,27
1.8448,10157
0.7846,11583
4.482,9792
3.6213,4758
5.1299,1655
3.2728,243
0.5106,6715
3.6453,12910
1.9771,2275
0.8861,2147
1.3057,6320
5.0418,6129
2.2073,2229
1.7621,2031
2.3422,6221
2.7910000000000004,8247
0.2335,3162
3.7143,7098
4.4258,11930
2.4685,5318
1.8811,12506
0.815,998
2.3021,4065
1.3515,10547
4.598,12509
1.93,12684
4.0213,8844
3.4688,3392
2.334,6819
1.0641,7018
0.9606,1067
4.0003,6164
1.1285,7172
4.0346,9873
1.618,5768
0.3663,7118
3.0965,9265
0.9137,12781
0.5199,1677
0.7436,11214
6.2185,5314
0.1988,4666
4.0435,11261
7.1565,12688
2.1198,3456
1.405,11949
0.0897,5297
4.6754,13280
0.9042,5536
1.5105,13137
1.3473,13594
1.3898,6627
2.8907,6676
3.5568,6878
1.6902,5529
0.5613,6615
0.9062,1118
2.545,5592
0.8244,9741
1.0556,5487
1.3786,1997
6.7166,650
1.4818,11055
0.2822,11979
1.1836,9381
2.7848,11057
4.1018,11534
4.0539,658
1.3002,10106
2.3009,4519
1.5768,1546
2.8554,13684
4.4797,4216
1.1233,1285
0.4267,8016
1.0643,11013
3.2712,13234
2.4989,13683
2.1281,787
2.7643,1566
4.5311,5327
1.2742,11756
1.1817,6081
2.355,5110
3.5703,2613
4.1054,5221
2.6421,988
1.0427,2232
1.325,4517
5.7212,12689
3.1635,10127
3.6028,7727
3.2345,7011
2.7169,3227
5.3705,6155
1.7746,4834
4.29,3724
3.3907,7590
4.1858,6835
0.115,10649
1.0066,4662
2.1419,8584
3.9508,7796
0.4129,2014
1.3704,481
0.4374,5890
1.4273,11522
3.4395,9500
1.3449,8710
1.3624,2711
0.2834,11933
2.1697,3595
3.2022,13420
1.0561,200
2.571,5
2.1033,4060
3.0448,8340
3.6079,5337
2.695,8055
0.3289,9802
1.3378,10625
5.0703,11397
2.2316,2336
0.5931,3353
1.3241,13108
1.5228,1459
6.3724,10317
5.4552,1195
1.3780000000000001,5139
1.9564,10035
2.6659,13490
0.5751,6816
1.1461,3070
2.5658,9176
5.249,10700
0.5243,118
1.4048,6830
1.0575,8789
3.4403,7631
4.7072,11920
1.4193,3256
1.8163,4748
1.5109,10548
3.1958,4372
0.6972,971
3.3309,6856
1.8355,239
3.3701,3565
1.5731,9496
4.6057,10473
1.2606,9980
4.229,4934
1.2382,5795
1.2391,9747
0.6165,12838
1.3331,10781
1.8542,10636
1.4364,843
4.4812,13437
4.3456,232
6.4323,13650
0.6679,12634
0.5707,10867
2.3568,3629
1.567,10496
4.2737,6101
4.2927,2127
3.7832,1066
6.236000000000001,13185
1.4275,10913
2.0107,4909
0.9161,6671
2.5149,9171
4.37,6491
3.0997,5047
3.1495,12356
4.0571,3860
1.0677,6912
5.3978,6477
0.5992,9693
3.0973,12606
0.5746,7978
4.4157,2932
0.2367,6275
0.8234,6014
0.1172,2590
2.0714,6283
1.6955,1150
0.1985,2652
0.4491,5186
3.2845,2790
0.7238,10241
0.2413,7203
1.109,9383
0.5895,9142
1.5135,3834
0.8181,13300
3.7181,3052
1.6279,12685
3.677,683
1.4511,11635
0.3858,3205
0.1457,9229
1.7919999999999998,8176
2.5904,2239
2.2065,13604
2.4072,6955
3.6563,3663
3.4042,13165
3.6023,5909
4.4917,2936
4.753,9866
5.502000000000001,7077
0.3773,8614
0.6252,13005
2.8186,10485
0.7301,10464
5.7055,6832
0.1953,7059
1.4968,10189
3.2283,3302
3.5185,990
4.3267,8188
1.7885,236
6.1936,13795
0.5506,5642
1.0678,9066
5.0983,4713
0.6387,12277
4.9364,10246
1.8503,5174
4.0044,12399
1.1531,483
6.9479999999999995,690
2.4854,5278
4.4372,1147
0.5897,11672
3.5071,3253
2.8939,1443
1.5548,12625
1.0699,7367
2.5873,1152
0.0956,12478
1.1869,12556
1.5216,4036
2.2727,9790
2.7375,8612
1.2874,9230
1.2197,11763
1.5304,7716
1.1395,1201
0.4357,13585
4.263,3612
3.6072,6470
3.2973,7938
3.2621,739
7.2354,13040
0.3908,9967
1.1714,8842
1.5011,525
3.1356,12193
4.2023,11123
1.3332,8739
3.5735,7421
1.3332,2070
0.4792,6951
3.8553,3906
0.6067,8317
3.7511,2291
4.8489,948
0.315,5691
3.3593,6665
2.9768,4252
4.4513,1646
3.5104,2667
2.9565,9936
1.1438,10136
5.2048,9648
0.4397,11160
0.8371,10075
0.4599,10115
1.4042,4544
4.9412,11714
2.5789999999999997,74
1.9293,6000
5.2683,8206
1.3079,13531
0.4001,5461
6.4922,13255
1.5918,5678
4.5961,646
3.7695,2434
0.4217,11257
0.3759,11798
1.9658,8559
1.0559,1948
5.6179,12801
1.0695,12030
1.212,812
1.0711,13059
0.4662,13387
2.1069999999999998,13017
0.4577,8516
2.173,594
1.3532,9139
5.2596,7615
3.6769,3066
2.1333,1138
0.2788,12630
3.0723,1344
1.9251,13820
1.2818,98
1.8303,12392
6.0381,5719
2.292,1250
2.2508,9910
2.9349,3423
2.8597,3680
5.1107,7160
1.5842,656
6.4829,4433
2.1275,10070
1.4342,12027
2.8302,5080
4.4149,12026
0.1442,5510
3.5588,12753
1.9283,460
1.7512,1598
3.0239,13374
2.2732,11173
2.1692,6827
0.3447,303
2.7645,12202
5.5539,809
1.4473,11684
1.5281,3715
0.19699999999999998,11765
0.3552,384
4.2156,1298
2.0207,2792
0.3871,3496
1.3045,8830
0.1768,6967
4.0605,6779
1.1878,1488
3.861,11435
4.9079,4786
4.4954,13589
3.7857,12087
0.6225,7850
4.6782,1669
1.7677,4537
4.9881,3966
1.7975,4637
3.1848,12045
3.1755,1028
2.4881,5382
4.1804,2822
0.9343,11502
2.0421,12955
4.4934,7229
2.2852,2684
0.9821,2296
1.2522,10425
0.0937,7987
1.2328,11541
1.3202,7539
0.3984,13035
3.9898,4407
5.5364,7128
0.9854,1787
0.3236,10198
2.121,11076
0.7058,2967
0.1738,9502
5.5298,3975
2.0577,6490
0.2342,1446
2.2124,13410
0.8028,7090
1.0266,5364
1.526,4299
4.5524,8976
2.1024,6763
1.9631,7720
1.3785,7042
3.7858,1278
2.4353,10735
4.2533,13016
0.6691,167
1.4594,6203
3.4536,3400
1.8311,126
4.9599,12587
3.6597,11106
3.4148,10944
1.7496,12432
3.8855,4862
3.5051,1886
0.8661,11745
5.022,9178
3.0455,4121
4.423,875
5.4945,4729
4.6229,12995
2.8143,3668
1.0614,3779
0.8766,8534
2.5140000000000002,2520
6.0,6143
3.6751,12709
2.6562,2695
2.7888,11989
2.6430000000000002,4363
2.0222,11789
5.1008,9103
1.9795,11366
3.2931,11322
1.9843,9961
5.3397,7434
3.3561,7998
0.4913,6157
6.8031,7721
4.0772,13430
2.4365,11606
5.7706,4383
2.1439,5092
1.7973,3015
7.1474,8396
2.0324,9250
1.2118,2401
0.3452,8910
0.8735,4824
4.4894,2249
3.7277,10093
4.6609,671
0.9113,11945
2.1072,1652
1.1821,6570
1.705,5819
1.0732,11247
1.567,3752
2.4997,12940
3.2331,986
4.9218,1927
6.9013,5397
2.1425,7827
3.7663,7107
2.4742,1310
0.7249,6746
2.4303,5098
2.3084,9623
2.4464,4711
1.9889,1410
6.4639,11215
4.0259,4456
6.2461,6673
3.0627,8419
4.9501,4181
2.3575,6870
1.2827,10372
1.9593,10383
0.5092,7440
1.0604,916
2.381,8425
6.3704,10627
2.0729,12364
1.7313,1281
0.0871,4510
0.1831,6521
0.9622,13522
3.5887,8863
2.9933,1338
1.9936,7334
2.6434,49
3.8991,4843
4.1138,4424
1.0746,8818
2.2253,13641
1.2002,12444
1.4036,10503
1.6839,10849
1.1228,6774
4.5671,3777
3.091,10024
1.1727,11260
1.8364,3981
5.2691,6661
1.4631,11552
1.5838,2446
4.1079,12430
1.9139,1668
2.4016,7962
1.3189,10720
1.0547,3246
1.7288,13211
0.8947,12084
0.1657,1348
2.3014,5036
2.3608,7037
1.7028,1435
1.9506,13323
2.8038,4224
1.2354,1247
1.2268,2687
1.6543,13317
0.4009,8676
1.9555,8705
2.3746,1685
1.504,2938
0.3255,10038
1.3730000000000002,2379
1.4453,1126
1.3674,3029
0.6231,4495
1.3884,5857
3.1437,6729
1.5426,35
1.4666,13786
1.9309,8439
2.296,9985
3.0374,11726
0.7051,9921
1.682,6510
0.3924,11848
2.6265,11471
2.2629,7309
2.4427,9384
0.6526,6922
0.1529,4312
5.4503,8380
1.7814,2934
4.479,3590
0.8225,485
3.3819999999999997,2142
2.385,8964
2.0573,12596
7.0233,9653
3.1365,6714
2.9915,11719
2.0794,3271
4.9283,3624
4.1937,9292
2.1173,9202
0.2448,10893
0.1138,10748
2.0752,1212
2.1599,13724
1.9233,505
3.6587,4347
0.8972,772
4.0213,5300
1.8034,4211
3.5507,2929
0.9308,2406
4.2051,6651
4.494,10717
3.2348,12653
0.7937,1476
1.0906,11090
0.2557,1664
4.6733,187
2.3835,13632
4.0288,5011
2.7532,699
0.6681,3009
3.3718,8144
0.4429,2972
0.9197,8255
2.2119999999999997,11958
2.7985,921
0.4665,2887
2.5171,9630
2.9758,4874
2.6021,8312
6.2916,11345
4.8248,2
1.8477,11733
1.3359,6156
0.3447,12293
3.2135,5545
0.9525,8
1.8906,3442
2.0269999999999997,1030
2.5826,3267
0.9797,10208
0.4342,4003
0.1037,2319
2.4336,8485
5.0593,7547
3.8875,6111
0.2618,13203
2.9455,9068
0.2822,11092
2.1242,1645
1.7358,4017
2.9596,12621
3.8356,10810
2.364,2265
2.0749,2056
1.8595,5664
7.2285,7385
0.3726,4746
4.7287,1475
0.6146,3831
2.7939,10022
0.8813,2404
2.5314,11320
1.5179,13587
2.6655,8152
2.2302,6960
1.9385,8239
0.7456,7496
0.0878,4567
0.8056,922
2.1909,1705
0.3796,61
3.6592,4831
2.3258,188
3.0308,6027
2.7,4013
2.7433,64
4.3979,10524
1.5744,8300
3.389,13412
1.1805,12211
3.3672,2692
3.8717,7672
6.6758,13076
2.1723,12936
2.3588,12823
6.0576,9759
2.9445,5368
2.2569999999999997,2940
0.2795,4692
3.7148,811
2.6402,10609
2.9647,8845
4.9989,10650
1.8609,10343
0.2194,7411
2.8315,3649
3.1321,11738
3.324,9161
0.6953,11225
4.2271,11407
3.6041,8684
1.6269,5598
2.7714,4763
1.2547,9724
0.6096,956
3.1286,899
2.6859,5914
3.6855,8391
0.2957,4718
1.3403,12427
0.1038,9048
1.2235,9148
3.3654,2458
1.4472,1792
1.8298,3045
1.518,10173
1.5904,8506
5.4245,7869
2.0708,4198
4.01,5963
1.1413,8387
0.2688,8397
0.8655,13816
2.7573,4928
0.9191,1026
0.8031,3062
1.9162,12700
0.096,10979
4.9026,10785
6.5855,10921
2.3881,1330
5.7648,8472
2.6943,1202
1.9221,8127
1.4378,8550
1.8273,5911
2.3749,11394
1.1669,4186
2.4459999999999997,4841
4.3227,8464
1.7739,8869
1.0005,1083
4.6593,10572
0.424,789
4.717,5513
2.7689,11097
4.2098,8495
6.0392,2824
2.8958,9996
1.8581,12736
3.5733,4358
2.2729,11192
2.1188,5779
2.6471,2536
1.9055,10940
4.5601,8579
0.7672,11873
3.2517,5921
3.8047,1309
1.0686,13807
2.5535,8835
1.3008,2476
1.6655,8798
0.5433,10674
2.352,8831
1.9667,8337
0.8958,1208
1.8921,4337
4.8832,11021
3.0322,2419
2.2431,3131
3.2585,10766
0.3173,1702
3.8114,8026
2.1590000000000003,3594
2.4398,13243
0.8358,3155
4.6701,2241
1.7565,8122
2.597,3237
2.8974,23
1.1244,13274
3.5951,13026
1.2318,9297
1.2573,5415
0.6769,12289
2.8739,2377
3.7542,12692
1.8987,7488
2.8419,9934
2.5948,7215
3.19,3127
2.1202,1301
4.0055,8491
0.1134,10924
2.0662,12588
6.7782,1576
1.3554,6937
2.2743,2867
0.3431,10631
0.9757,1779
4.8508,5994
5.621,13112
3.569,13708
2.2114,13835
6.3516,7489
3.8631,5740
4.3827,5505
0.5636,3568
1.2329,2158
4.0841,8792
3.3612,9863
4.1805,12125
2.2271,12937
2.9035,744
0.5345,6310
6.813,5587
0.4476,2798
5.8856,10267
4.2852,2505
2.4781,9557
6.7047,10906
2.3258,1869
3.0999,11877
3.9578,12180
1.4963,8949
3.3176,1700
2.9126,13815
0.72,7509
3.531,9380
2.6095,2473
7.0575,1467
2.5125,8494
3.6495,13832
1.2411,6183
3.4949,9130
3.0099,3947
2.5815,479
1.6662,8990
4.6456,2870
2.3187,3810
3.3887,901
2.246,12529
4.927,11573
1.2581,2803
1.8029,8699
3.1475,4108
0.7638,12956
4.1375,3425
0.7066,6531
0.7090000000000001,6026
0.5579,12262
2.1285,5789
2.0443,11235
0.5022,3048
2.3849,4373
0.4927,10085
3.1345,502
0.7047,8369
1.9675,9096
1.2399,2256
4.3742,454
3.7015,11464
0.7313,13452
2.6837,6844
4.7566,10028
1.2672,4362
2.6489,7451
1.4076,10331
3.3781,7755
5.2308,910
3.3819999999999997,2793
2.121,13307
0.8938,9925
4.1011,4945
1.8125,7410
2.6281,5703
5.2585,6130
6.2133,24
0.2815,6482
0.1391,952
3.4704,81
3.8339999999999996,5025
0.305,12851
2.3002,8459
2.1658,6766
1.0333,3492
0.2305,1272
3.4665,13577
2.4036,11649
1.8644,9321
4.3029,13505
1.2547,2906
0.2191,12476
3.6057,12058
4.3289,4534
1.9907,5142
4.9083,3979
4.5533,7146
5.2253,7164
5.1587,10490
1.7449,1335
0.6215,12749
2.4219,8747
0.9613,11941
2.8611,1881
1.3348,11872
0.319,12539
3.884,7890
7.449,13024
3.6134,11969
3.2684,3319
4.0931,6245
1.3962,6880
3.3362,8499
2.2622,5813
3.8684,251
0.5864,8376
0.3852,13001
1.0898,9447
0.2542,12748
0.2386,11973
3.9168,8709
2.6748,11903
2.4325,4513
3.3968,12980
3.109,5533
1.6653,10789
1.9505,3758
1.238,5539
2.9863,9106
2.6433,11460
0.6046,10476
2.6821,10453
5.7353,11391
3.6475,331
3.2112,13151
3.5469,9645
0.2083,2845
0.2917,566
1.0091,7023
5.5311,5541
1.5959,7786
4.7467,7
2.5052,7831
1.291,4959
2.0484,7867
0.9009999999999999,10856
1.034,4879
4.1549,11067
1.0416,5662
4.6432,4506
0.2792,3881
7.1932,4657
0.8237,2337
2.4763,4445
1.5382,3708
2.3348,3797
4.997,7697
2.4432,13252
1.1229,2497
1.776,9418
1.5721,1375
0.9374,4979
1.743,5089
1.3306,411
2.3659,9189
2.6008,5614
2.444,8702
3.4646,158
3.3310000000000004,1086
1.0218,8693
1.1178,8642
1.1059,5155
1.6755,9640
2.6773,11035
0.5473,8855
2.1626,2816
1.8024,7880
0.2363,2358
5.5516,8877
1.9593,5251
1.3717,13368
5.2753,6358
6.9132,2205
3.992,3850
1.8356,9294
1.4357,13141
2.0831,10869
0.6855,1901
4.7803,1912
1.0258,6965
4.059,13153
5.2321,12070
3.8366,4969
2.8852,1609
1.0535,262
1.9366,6895
3.2279,432
3.0137,1917
0.9888,12337
1.6869999999999998,9045
0.6382,6785
2.4407,13242
0.9955,3882
2.5559,7607
0.6452,10314
2.8463,8060
1.0279,665
3.1694,11987
1.0999,12042
0.3254,4768
0.7932,11189
4.4839,8681
6.5663,11143
2.5645,6656
0.3703,7454
0.5949,10847
1.3015,7822
0.8553,4195
4.7277,2666
2.3678,12103
0.7642,7594
2.1865,11135
4.2994,6749
2.4267,9684
1.8789,10540
2.1533,616
2.7416,9332
3.8876,10165
5.9619,9023
2.7143,6576
1.5195,7152
4.8673,8801
1.5506,7797
4.9492,489
0.14,8589
2.1377,3747
0.8939,6064
2.8233,4856
1.3795,12665
2.8172,12224
2.852,8606
0.6108,3368
2.3504,569
4.9198,8412
1.6665,12462
4.6784,13729
5.7305,5056
7.4514,7613
5.1370000000000005,12904
4.624,13218
0.8198,12013
1.1942,8333
6.2818,6509
0.1853,13471
3.0862,12610
3.2595,7224
2.6127,12123
1.4152,8829
0.5448,5755
2.0167,13722
1.6946,3641
2.5119,8405
1.8904,6535
3.0155,2647
2.9284,1054
0.7316,9346
0.64,6184
4.6906,1623
1.7677,3768
1.683,5985
2.0961,1825
0.3956,2250
4.9262,10946
1.5227,6163
1.0445,6859
0.9771,4759
6.3813,12048
1.0629,10977
0.1281,10552
1.9146,12504
1.0468,12208
3.1552,13118
5.2204,3005
3.9462,12171
2.7528,4929
1.0263,6345
1.2404,7322
2.8757,10387
0.4962,9678
3.0182,11280
0.4786,7201
1.3059,7550
2.1916,12324
2.7007,12192
4.4053,6541
1.72,5654
1.7871,10788
1.3649,2086
1.5817,5086
1.6048,9108
4.3165,3713
0.3121,12014
2.0944,4056
1.4666,9619
1.9791,13244
1.9382,7398
3.5682,2238
2.4164,2221
4.8108,9661
1.5108,11707
4.0601,5728
6.6284,6293
1.3513,7281
1.9769999999999999,3071
0.6344,6923
4.4495,10522
1.4604,9175
1.9485,7860
1.9669999999999999,11575
2.9949,10235
2.4969,5170
4.7955,5624
0.2745,9626
0.3421,12093
3.2792,723
2.4966,13723
1.8929,7258
3.0329,7581
3.0161,7206
1.5957,5180
6.0973,1782
2.1734,6882
1.3006,2664
2.1194,11781
1.7380000000000002,4720
2.6853,5674
1.0531,6724
1.4699,6812
5.5957,11623
3.5114,11970
2.3498,4174
3.8182,6379
3.5443,10411
0.1781,1167
2.7807,1715
7.2733,11977
3.7584,3611
3.3329,4740
0.5809,9173
1.3776,6366
4.2245,11961
3.1416,11014
1.8447,11620
4.0496,7493
4.6466,12857
2.5344,6356
0.4149,11113
1.0059,2955
2.6745,6678
3.185,711
5.4055,13337
0.4713,11917
6.6801,12776
0.8797,6968
1.3902,11311
0.6733,4944
4.5837,13311
2.6847,3867
4.2276,4365
2.6784,6638
1.527,7247
2.5938,11025
2.6854,13042
3.3202,7730
2.4471,6975
2.2359999999999998,2970
3.5748,11134
2.3228,5951
1.1171,4153
4.2117,4208
5.3857,11036
3.7408,6066
3.4597,3352
5.8375,4625
0.2997,8852
5.9647,2731
3.2751,1371
1.5706,1577
2.5721,6525
1.9182,12816
2.5103,4133
1.3965,6538
1.114,823
5.4607,2172
3.4339,4074
1.4405,6179
